Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.10   547.40      0.10     2879     0.03     0.06  BinData::AcceptedParametersPlugin#mutually_exclusive_parameters
  0.10   547.50      0.10     6702     0.01     0.06  BinData::SanitizedParameters#ensure_mandatory_parameters_exist
  0.10   547.60      0.10    28474     0.00     0.01  StringIO#read
  0.10   547.70      0.10     2864     0.03     0.17  BinData::SanitizedFields#has_field_name?
  0.10   547.80      0.10    26795     0.00     0.00  Fixnum#>=
  0.10   547.90      0.10     2756     0.04     0.04  Hash#merge!
  0.10   548.00      0.10     2872     0.03     0.09  BinData::StructArgProcessor#sanitize_endian
  0.10   548.10      0.10     1849     0.05     3.73  BasicObject#instance_exec
  0.10   548.20      0.10    32454     0.00     0.00  Array#length
  0.10   548.30      0.10    22584     0.00     0.00  StringIO#write
  0.09   548.39      0.09     2872     0.03     0.37  BinData::StructArgProcessor#sanitize_parameters!
  0.09   548.48      0.09     2636     0.03     0.68  Integer#times
  0.09   548.57      0.09      802     0.11     0.52  BinData::MultiFieldArgSeparator#field_names_in_parameters?
  0.09   548.66      0.09     4220     0.02     0.45  BinData::Base#==
  0.09   548.75      0.09     1576     0.06     0.53  Pio::IPv4Address#to_a
  0.09   548.84      0.09    15779     0.01     0.01  Array#pop
  0.09   548.93      0.09    10410     0.01     0.01  BinData::AcceptedParametersPlugin#accepted_parameters
  0.09   549.02      0.09     1576     0.06    10.59  Pio::OpenFlow10::PacketIn::Format#method_missing
  0.09   549.11      0.09    16140     0.01     0.01  String#==
  0.09   549.20      0.09     7378     0.01     0.03  BinData::Base#reading?
  0.09   549.29      0.09    12696     0.01     0.01  String#to_sym
  0.09   549.38      0.09    29617     0.00     0.00  Kernel#class
  0.09   549.47      0.09     4226     0.02     0.03  BinData::Base#lazy_evaluator
  0.09   549.56      0.09     1577     0.06     0.16  BinData::Primitive#respond_to?
  0.09   549.65      0.09     4167     0.02     1.13  BinData::SanitizedParameters#initialize
  0.09   549.74      0.09     1051     0.09     0.10  IPAddr#mask!
  0.08   549.82      0.08    26634     0.00     0.00  BinData::IO::Read#reset_read_bits
  0.08   549.90      0.08     3681     0.02     0.34  Pio::IPv4Address#initialize
  0.08   549.98      0.08     3849     0.02     0.03  BinData::AcceptedParametersPlugin::AcceptedParameters#mandatory
  0.08   550.06      0.08     3424     0.02     0.02  StringIO#initialize
  0.08   550.14      0.08    10380     0.01     0.01  Kernel#method
  0.08   550.22      0.08     4441     0.02     0.74  BinData::DSLMixin#method_missing
  0.08   550.30      0.08     1732     0.05     0.62  Bundler::SpecSet#tsort_each_child
  0.08   550.38      0.08    11905     0.01     0.01  Array#initialize_copy
  0.08   550.46      0.08      857     0.09     0.11  BinData::Registry#underscore_name
  0.08   550.54      0.08      531     0.15     0.90  Module#module_eval
  0.08   550.62      0.08     2666     0.03     0.25  Gem::Specification#initialize
  0.08   550.70      0.08     5215     0.02     0.02  String#split
  0.08   550.78      0.08    27160     0.00     0.00  BinData::IO::Read::SeekableStream#raw_io
  0.08   550.86      0.08       96     0.83     0.94  #<BinData::Struct:0x007f499a8e7390>.flags
  0.08   550.94      0.08     7557     0.01     0.02  BinData::DSLMixin::DSLParser#endian
  0.08   551.02      0.08    10885     0.01     0.01  BinData::Struct#initialize_instance
  0.08   551.10      0.08     1576     0.05     2.28  Pio::OpenFlow10::Match::MatchIpAddress#set
  0.08   551.18      0.08     3150     0.03     0.30  IPAddr#==
  0.08   551.26      0.08     2624     0.03     0.66  Pio::Mac#==
  0.08   551.34      0.08     3671     0.02     0.42  BinData::Uint16be#assign
  0.07   551.41      0.07     8397     0.01     0.01  Array#pack
  0.07   551.48      0.07     2127     0.03     1.59  Enumerable#reduce
  0.07   551.55      0.07     1576     0.04     0.20  Pio::Mac#to_a
  0.07   551.62      0.07     3683     0.02     0.05  BinData::AcceptedParametersPlugin#mandatory_parameters
  0.07   551.69      0.07    26118     0.00     0.00  Module#method_added
  0.07   551.76      0.07     3718     0.02     0.11  BinData::SanitizedParameters#merge_default_parameters!
  0.07   551.83      0.07     6310     0.01     0.01  String#match
  0.07   551.90      0.07      262     0.27    12.75  Pio::OpenFlow::Actions#get
  0.07   551.97      0.07    22433     0.00     0.01  Hash#[]=
  0.07   552.04      0.07    23653     0.00     0.00  Exception#exception
  0.07   552.11      0.07     1052     0.07     0.08  BinData::Uint32be#value_to_binary_string
  0.07   552.18      0.07     2966     0.02     0.07  Array#hash
  0.07   552.25      0.07     1576     0.04     3.58  Pio::Type::MacAddress#set
  0.07   552.32      0.07    11863     0.01     0.01  BinData::DSLMixin::DSLParser#parser_abilities
  0.07   552.39      0.07     5031     0.01     0.07  Hash#each_pair
  0.07   552.46      0.07    21592     0.00     0.00  Integer#to_int
  0.07   552.53      0.07     2378     0.03     0.03  Regexp#===
  0.07   552.60      0.07     1314     0.05    20.82  BinData::Base#to_binary_s
  0.06   552.66      0.06     1581     0.04     0.39  BinData::Uint32be#assign
  0.06   552.72      0.06     2624     0.02     0.06  Kernel#fail
  0.06   552.78      0.06       79     0.76     0.76  #<BinData::Struct:0x0000000232c218>.octets
  0.06   552.84      0.06     8668     0.01     0.01  String#to_s
  0.06   552.90      0.06     1286     0.05     0.82  Bundler::SpecSet#for
  0.06   552.96      0.06     1563     0.04     0.12  Gem::StubSpecification#data
  0.06   553.02      0.06      927     0.06     0.10  Gem::Requirement.parse
  0.06   553.08      0.06    24706     0.00     0.00  Fixnum#+
  0.06   553.14      0.06     2368     0.03     0.26  Enumerable#inject
  0.06   553.20      0.06     2650     0.02     0.35  BinData::MultiFieldArgSeparator#separate_args
  0.06   553.26      0.06     1113     0.05     0.05  Hash#initialize_copy
  0.06   553.32      0.06     2111     0.03     0.04  Pio::Mac#validate_value_range
  0.06   553.38      0.06    28906     0.00     0.00  Exception#backtrace
  0.06   553.44      0.06     2629     0.02    14.74  BinData::Primitive#assign
  0.06   553.50      0.06     5553     0.01     0.01  Array#compact
  0.06   553.56      0.06      265     0.23     0.45  Pio::OpenFlow::Message#parse_options
  0.06   553.62      0.06     1339     0.04     0.44  Pio::OpenFlow10::Match::Wildcards#set
  0.05   553.67      0.05     3158     0.02     0.85  Enumerable#map
  0.05   553.72      0.05     3150     0.02     0.32  Pio::IPv4Address#==
  0.05   553.77      0.05     3153     0.02     0.10  BinData::BasePrimitive#hash
  0.05   553.82      0.05     3278     0.02     0.02  Hash#initialize
  0.05   553.87      0.05      793     0.06     0.09  Pio::OpenFlow::Message#valid_body_options
  0.05   553.92      0.05     2214     0.02     0.02  Module#extend_object
  0.05   553.97      0.05     2630     0.02     0.62  Pio::Type::IpAddress#get
  0.05   554.02      0.05       86     0.58     6.63  Kernel#eval
  0.05   554.07      0.05     1832     0.03     0.15  Gem::Requirement#initialize
  0.05   554.12      0.05      408     0.12     0.27  Gem::BasicSpecification#full_name
  0.05   554.17      0.05      628     0.08     1.42  BinData::SanitizedFields#add_field
  0.05   554.22      0.05     1690     0.03     0.46  TSort.each_strongly_connected_component_from
  0.05   554.27      0.05    10197     0.00     0.00  Method#owner
  0.05   554.32      0.05     5251     0.01     0.02  BinData::DSLMixin::DSLParser#fields
  0.05   554.37      0.05     3053     0.02     0.02  BinData::AcceptedParametersPlugin::AcceptedParameters#mutually_exclusive
  0.05   554.42      0.05     2631     0.02     0.04  Kernel#raise
  0.05   554.47      0.05     1601     0.03     0.23  Range#each
  0.05   554.52      0.05     8416     0.01     0.01  String#force_encoding
  0.05   554.57      0.05     3432     0.01     5.91  Pio::OpenFlow10::Match#initialize
  0.04   554.61      0.04     1314     0.03    20.66  BinData::Base#write
  0.04   554.65      0.04     2110     0.02    20.44  BinData::Base.read
  0.04   554.69      0.04      263     0.15   137.72  Pio::ExactMatch#initialize
  0.04   554.73      0.04      263     0.15   315.48  Cbench#packet_in
  0.04   554.77      0.04    14237     0.00     0.00  Fixnum#-
  0.04   554.81      0.04      786     0.05     0.05  Pio::OpenFlow::Port#max
  0.04   554.85      0.04    12261     0.00     0.00  String#initialize_copy
  0.04   554.89      0.04    16201     0.00     0.00  Array#last
  0.04   554.93      0.04     1576     0.03     0.38  IPAddr#to_s
  0.04   554.97      0.04      525     0.08     5.37  Pio::OpenFlow10::Match::Wildcards#ip_destination_address
  0.04   555.01      0.04     3825     0.01     0.01  String#gsub
  0.04   555.05      0.04      828     0.05     0.05  Array#-
  0.04   555.09      0.04     4759     0.01     0.32  BinData::LazyEvaluator#method_missing
  0.04   555.13      0.04      638     0.06     0.30  BinData::Registry#lookup
  0.04   555.17      0.04     3697     0.01     0.01  BinData::Base#safe_respond_to?
  0.04   555.21      0.04      789     0.05     0.10  BinData::IO::Read#accumulate_big_endian_bits
  0.04   555.25      0.04      176     0.23     5.51  Gem::Specification.load
  0.04   555.29      0.04     2335     0.02     0.03  Bundler::LazySpecification#satisfies?
  0.04   555.33      0.04      628     0.06     1.29  BinData::DSLMixin::DSLFieldValidator#validate_field
  0.04   555.37      0.04      312     0.13     1.70  Gem::Specification.each_stub
  0.04   555.41      0.04     1670     0.02     0.02  Hash#include?
  0.04   555.45      0.04      628     0.06     3.30  BinData::DSLMixin::DSLParser#parse_and_append_field
  0.04   555.49      0.04      434     0.09     0.55  Gem::Specification#add_dependency_with_type
  0.04   555.53      0.04      524     0.08     0.25  Pio::OpenFlow::Port#reserved_port_number?
  0.04   555.57      0.04     2109     0.02     0.03  Hash#==
  0.04   555.61      0.04     2795     0.01     0.02  BinData::SanitizedParameters#create_sanitized_endian
  0.04   555.65      0.04     1314     0.03     0.04  BinData::IO::Write#initialize
  0.04   555.69      0.04     1063     0.04     0.12  Pio::OpenFlow::TransactionId#get
  0.04   555.73      0.04       79     0.51     0.51  #<BinData::Struct:0x00000002bba628>.octets
  0.04   555.77      0.04    14454     0.00     0.00  String#to_i
  0.04   555.81      0.04      262     0.15     0.15  Trema::Controller::FlowModAddOption#to_hash
  0.04   555.85      0.04      532     0.08     0.77  BinData::BasePrimitive::AssertPlugin#assert!
  0.04   555.89      0.04     2104     0.02     0.02  BinData::IO::Read#mask
  0.04   555.93      0.04      526     0.08     0.99  Pio::IPv4Address#prefixlen
  0.04   555.97      0.04     1049     0.04     0.32  BinData::String#assign
  0.03   556.00      0.03     6712     0.00     0.00  Fixnum#*
  0.03   556.03      0.03    11936     0.00     0.00  Hash#has_key?
  0.03   556.06      0.03      526     0.06     1.06  Pio::OpenFlow10::PacketIn::Body#method_missing
  0.03   556.09      0.03    11713     0.00     0.00  Array#empty?
  0.03   556.12      0.03      262     0.11   169.69  Trema::Controller#send_flow_mod_add
  0.03   556.15      0.03     1576     0.02     0.34  IPAddr#to_string
  0.03   556.18      0.03     7894     0.00     0.00  Regexp#match
  0.03   556.21      0.03     3655     0.01     0.01  Array#concat
  0.03   556.24      0.03     5173     0.01     0.01  BinData::DSLMixin#dsl_parser
  0.03   556.27      0.03    11951     0.00     0.00  Fixnum#<<
  0.03   556.30      0.03     2510     0.01     0.06  BinData::DSLMixin::DSLFieldValidator#option?
  0.03   556.33      0.03      742     0.04     0.19  BinData::DSLMixin::DSLFieldValidator#fields
  0.03   556.36      0.03     2872     0.01     0.05  BinData::StructArgProcessor#sanitize_fields
  0.03   556.39      0.03      261     0.11     0.15  Gem::Version#<=>
  0.03   556.42      0.03      778     0.04     0.23  Gem::Requirement.create
  0.03   556.45      0.03      183     0.16     0.16  BinData::DSLMixin::DSLBigAndLittleEndianHandler#obj_attribute
  0.03   556.48      0.03        1    30.00    30.00  #<Object:0x0000000145bec8>.replace
  0.03   556.51      0.03     3243     0.01     0.01  String#hash
  0.03   556.54      0.03      194     0.15     0.88  Bundler::LockfileParser#parse_source
  0.03   556.57      0.03      217     0.14     1.84  Bundler::LockfileParser#initialize
  0.03   556.60      0.03     8589     0.00     0.00  String#<=>
  0.03   556.63      0.03     1900     0.02     0.02  Numeric#nonzero?
  0.03   556.66      0.03     2688     0.01     0.07  Bundler::SpecSet#lookup
  0.03   556.69      0.03     2647     0.01     0.01  Regexp#=~
  0.03   556.72      0.03      914     0.03     0.11  BinData::SanitizedFields#no_field_names_blank?
  0.03   556.75      0.03     2214     0.01     0.05  Kernel#extend
  0.03   556.78      0.03    12987     0.00     0.00  Symbol#==
  0.03   556.81      0.03     9898     0.00     0.00  Kernel#freeze
  0.03   556.84      0.03      262     0.11     0.34  BinData::BasePrimitive#<=>
  0.03   556.87      0.03      265     0.11   313.28  Trema::Controller#maybe_send_handler
  0.03   556.90      0.03     1843     0.02    15.90  Pio::OpenFlow::Message#method_missing
  0.03   556.93      0.03     1053     0.03     0.11  BinData::BasePrimitive#eql?
  0.03   556.96      0.03     1052     0.03     0.31  BinData::IO::Read#readbits
  0.03   556.99      0.03     1350     0.02     0.17  BinData::Uint32be#read_and_return_value
  0.02   557.01      0.02     7614     0.00     0.00  Fixnum#to_s
  0.02   557.03      0.02     1607     0.01     0.03  BinData::StructArgProcessor#hidden_field_names
  0.02   557.05      0.02      532     0.04     0.85  BinData::BasePrimitive::AssertPlugin#do_read
  0.02   557.07      0.02      263     0.08   351.06  Trema::Controller#handle_openflow_message
  0.02   557.09      0.02     1318     0.02    59.39  BinData::Struct#assign
  0.02   557.11      0.02     1064     0.02     0.06  Trema::Switch#drain
  0.02   557.13      0.02     1048     0.02     0.45  Pio::OpenFlow10::FlowMod::Body::Flags#get
  0.02   557.15      0.02    12628     0.00     0.00  Array#index
  0.02   557.17      0.02     4533     0.00     0.03  Hash#key?
  0.02   557.19      0.02     1396     0.01     0.01  Array#&
  0.02   557.21      0.02     6321     0.00     0.00  Hash#length
  0.02   557.23      0.02     2872     0.01     0.20  BinData::StructArgProcessor#sanitize_hide
  0.02   557.25      0.02     1576     0.01     0.01  IPAddr#ipv4?
  0.02   557.27      0.02      266     0.08     9.70  Trema::Switch#read_openflow_binary
  0.02   557.29      0.02      524     0.04     0.42  Pio::OpenFlow::Port#get
  0.02   557.31      0.02        8     2.50     5.00  #<BinData::Struct:0x00000002438a80>.match=
  0.02   557.33      0.02       79     0.25     0.25  #<BinData::Struct:0x007f4998c7a608>.octets
  0.02   557.35      0.02       96     0.21     0.31  #<BinData::Struct:0x007f49990615a0>.flags
  0.02   557.37      0.02       79     0.25     0.25  #<BinData::Struct:0x007f49990de848>.octets
  0.02   557.39      0.02     1050     0.02     0.02  Array#first
  0.02   557.41      0.02    11094     0.00     0.00  Array#include?
  0.02   557.43      0.02     1407     0.01     0.03  Gem::Version#hash
  0.02   557.45      0.02      134     0.15     0.60  ERB::Compiler#compile
  0.02   557.47      0.02      628     0.03     0.03  BinData::DSLMixin::DSLFieldParser#name_from_field_declaration
  0.02   557.49      0.02      562     0.04     0.04  BinData::DSLMixin::DSLFieldValidator#name_shadows_method?
  0.02   557.51      0.02      825     0.02     0.10  BinData::Registry#is_registered?
  0.02   557.53      0.02      628     0.03     3.34  BinData::DSLMixin::DSLParser#method_missing
  0.02   557.55      0.02       45     0.44     0.44  BinData::StringArgProcessor#sanitized_pad_byte
  0.02   557.57      0.02     1313     0.02     0.03  Gem::Version.new
  0.02   557.59      0.02      912     0.02     0.78  Array#map!
  0.02   557.61      0.02      384     0.05     0.05  Module#define_method
  0.02   557.63      0.02      449     0.04    10.20  Kernel#tap
  0.02   557.65      0.02     1796     0.01     0.01  String#<<
  0.02   557.67      0.02     1462     0.01     0.54  Bundler::Definition#converge_locked_specs
  0.02   557.69      0.02      308     0.06     0.16  Bundler::Index#<<
  0.02   557.71      0.02      383     0.05     0.31  Bundler::Index#search_by_dependency
  0.02   557.73      0.02      617     0.03     0.03  String#chomp
